11.05 01.32.04  INFO	ru.sfedu.Job:10 - ghhhhh
11.10 23.15.46  INFO	ru.sfedu.dataProvider.DataProviderCSV:32 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.10 23.15.46  INFO	ru.sfedu.dataProvider.DataProviderCSV:32 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.10 23.19.20  INFO	ru.sfedu.dataProvider.DataProviderCSV:32 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.10 23.19.20  INFO	ru.sfedu.dataProvider.DataProviderCSV:32 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.10 23.19.20  INFO	ru.sfedu.dataProvider.DataProviderCSV:32 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.10 23.19.20  INFO	ru.sfedu.dataProvider.DataProviderCSV:32 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.10 23.19.20 ERROR	ru.sfedu.dataProvider.DataProviderCSV:62 - Throwing
java.lang.IndexOutOfBoundsException: Index 0 out of bounds for length 0
	at jdk.internal.util.Preconditions.outOfBounds(Preconditions.java:64) ~[?:?]
	at jdk.internal.util.Preconditions.outOfBoundsCheckIndex(Preconditions.java:70) ~[?:?]
	at jdk.internal.util.Preconditions.checkIndex(Preconditions.java:248) ~[?:?]
	at java.util.Objects.checkIndex(Objects.java:359) ~[?:?]
	at java.util.ArrayList.get(ArrayList.java:427) ~[?:?]
	at ru.sfedu.dataProvider.DataProviderCSV.getById(DataProviderCSV.java:60) [classes/:?]
	at ProfileTest.testProfileGetById(ProfileTest.java:27) [test-classes/:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:64) ~[?:?]
	at jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:?]
	at java.lang.reflect.Method.invoke(Method.java:564) ~[?:?]
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:59) [junit-4.13.2.jar:4.13.2]
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12) [junit-4.13.2.jar:4.13.2]
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:56) [junit-4.13.2.jar:4.13.2]
	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17) [junit-4.13.2.jar:4.13.2]
	at org.junit.runners.ParentRunner$3.evaluate(ParentRunner.java:306) [junit-4.13.2.jar:4.13.2]
	at org.junit.runners.BlockJUnit4ClassRunner$1.evaluate(BlockJUnit4ClassRunner.java:100) [junit-4.13.2.jar:4.13.2]
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:366) [junit-4.13.2.jar:4.13.2]
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:103) [junit-4.13.2.jar:4.13.2]
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:63) [junit-4.13.2.jar:4.13.2]
	at org.junit.runners.ParentRunner$4.run(ParentRunner.java:331) [junit-4.13.2.jar:4.13.2]
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:79) [junit-4.13.2.jar:4.13.2]
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:329) [junit-4.13.2.jar:4.13.2]
	at org.junit.runners.ParentRunner.access$100(ParentRunner.java:66) [junit-4.13.2.jar:4.13.2]
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:293) [junit-4.13.2.jar:4.13.2]
	at org.junit.runners.ParentRunner$3.evaluate(ParentRunner.java:306) [junit-4.13.2.jar:4.13.2]
	at org.junit.runners.ParentRunner.run(ParentRunner.java:413) [junit-4.13.2.jar:4.13.2]
	at org.junit.runners.Suite.runChild(Suite.java:128) [junit-4.13.2.jar:4.13.2]
	at org.junit.runners.Suite.runChild(Suite.java:27) [junit-4.13.2.jar:4.13.2]
	at org.junit.runners.ParentRunner$4.run(ParentRunner.java:331) [junit-4.13.2.jar:4.13.2]
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:79) [junit-4.13.2.jar:4.13.2]
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:329) [junit-4.13.2.jar:4.13.2]
	at org.junit.runners.ParentRunner.access$100(ParentRunner.java:66) [junit-4.13.2.jar:4.13.2]
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:293) [junit-4.13.2.jar:4.13.2]
	at org.junit.runners.ParentRunner$3.evaluate(ParentRunner.java:306) [junit-4.13.2.jar:4.13.2]
	at org.junit.runners.ParentRunner.run(ParentRunner.java:413) [junit-4.13.2.jar:4.13.2]
	at org.junit.runner.JUnitCore.run(JUnitCore.java:137) [junit-4.13.2.jar:4.13.2]
	at com.intellij.junit4.JUnit4IdeaTestRunner.startRunnerWithArgs(JUnit4IdeaTestRunner.java:69) [junit-rt.jar:?]
	at com.intellij.rt.junit.IdeaTestRunner$Repeater.startRunnerWithArgs(IdeaTestRunner.java:33) [junit-rt.jar:?]
	at com.intellij.rt.junit.JUnitStarter.prepareStreamsAndStart(JUnitStarter.java:220) [junit-rt.jar:?]
	at com.intellij.rt.junit.JUnitStarter.main(JUnitStarter.java:53) [junit-rt.jar:?]
11.16 17.08.13  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.08.13  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.08.13  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.08.13  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.18.10  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.18.10  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.18.10  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.18.10  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.18.57  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.18.57  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.18.57  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.18.57  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.22.15  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.22.15  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.22.15  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.22.15  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.23.50  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.23.50  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.23.50  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.23.50  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.24.24  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.24.24  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.24.24  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.24.24  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.24.54  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.24.54  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.24.54  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.24.54  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.25.28  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.25.28  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.25.28  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.25.28  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.26.35  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.26.35  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.26.35  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.26.35  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.32.06  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.32.06  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.32.06  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.32.06  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.32.57  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.32.57  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.32.57  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.32.57  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.33.16  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.33.16  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.33.16  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.33.16  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.33.50  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.33.50  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.33.50  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.33.50  INFO	ru.sfedu.dataProvider.DataProviderCSV:37 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.35.13  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.35.13  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.35.13  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.35.13  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.35.13  INFO	ru.sfedu.dataProvider.DataProviderCSV:48 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.42.08  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.42.08  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.42.08  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.42.08  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.42.08  INFO	ru.sfedu.dataProvider.DataProviderCSV:48 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.42.08  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.42.08  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.42.08  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.42.08  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.42.08  INFO	ru.sfedu.dataProvider.DataProviderCSV:83 - true
11.16 17.42.31  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.42.31  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.42.31  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.42.31  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.43.45  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.43.45  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.43.45  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.43.45  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.43.45  INFO	ru.sfedu.dataProvider.DataProviderCSV:53 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.43.45  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.43.45  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.43.45  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.43.45  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.43.45  INFO	ru.sfedu.dataProvider.DataProviderCSV:88 - true
11.16 17.43.53  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.43.53  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.43.53  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.43.53  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.44.52  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.44.52  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.44.52  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.44.52  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.44.52  INFO	ru.sfedu.dataProvider.DataProviderCSV:53 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.44.52  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.44.52  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.44.52  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.44.52  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.44.52  INFO	ru.sfedu.dataProvider.DataProviderCSV:88 - true
11.16 17.45.09  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
11.16 17.45.09  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.45.09  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 17.45.09  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='hhghmjh', name='vghj', lastName='cvbn', birthday=vbjk, city='vbjk', rating=20, employer=true}
11.16 18.00.00  INFO	ru.sfedu.dataProvider.DataProviderCSV:38 - Profile{userId='penatibus', name='Nisse', lastName='Oliffe', birthday=11.02.2002, city='Vergara', rating=90, employer=true}
